   freq     T780lbf    T780laft   T810lbf    T810laft    Vxbfl      Vxafl      Vybfl      Vyafl      ls780      ls810      w810sb         tsl         lockdu  
   504       884.20     884.20      0.06       0.06       7.93       7.93      -4.95      -4.95        0          0        490000      12:19:20         0     
   504       852.15     852.15      0.06       0.06       7.93       7.93      -4.95      -4.95        0          0        490000      12:23:12         0     
