   freq     T780lbf    T780laft   T810lbf    T810laft    Vxbfl      Vxafl      Vybfl      Vyafl      ls780      ls810          tsl         lockdu  
  370.0     1007.99    1039.04      0.05       0.06       8.21       8.17      -5.03      -5.03        1          1         16:04:24         53    
  370.0     1078.11    1041.24      0.06       0.06       8.17       8.19      -5.03      -5.05        2          2         16:06:12         45    
  370.0     1018.03    1018.03      0.06       0.06       8.19       8.19      -5.05      -5.05        0          0         16:07:50         0     
  376.0     1050.61    1050.61      0.06       0.06       8.19       8.19      -5.05      -5.05        0          0         16:11:36         0     
  376.0     1043.04    1043.04      0.06       0.06       8.19       8.19      -5.05      -5.05        0          0         16:12:28         0     
  382.0     1075.72    1031.62      0.06       0.06       8.19       8.2       -5.05      -5.07        2          2         16:16:21         45    
  382.0     1043.91    1043.91      0.06       0.06       8.2        8.2       -5.07      -5.07        0          0         16:18:00         0     
  382.0     1037.43    1037.43      0.06       0.06       8.2        8.2       -5.07      -5.07        0          0         16:18:52         0     
  388.0     1053.20    1053.20      0.06       0.06       8.2        8.2       -5.07      -5.07        0          0         16:23:06         0     
