3.000000000000000000e+02 1.318559999999999945e+03 6.181558379567404415e+01
3.100000000000000000e+02 1.695819999999999936e+03 5.678087354030405010e+01
3.200000000000000000e+02 2.023200000000000045e+03 5.144706016868214249e+01
3.300000000000000000e+02 2.515619999999999891e+03 8.740272078144937495e+01
3.400000000000000000e+02 3.057079999999999927e+03 7.835428258876471830e+01
3.500000000000000000e+02 3.778619999999999891e+03 9.974585505172633759e+01
3.600000000000000000e+02 4.605840000000000146e+03 8.660123786644162180e+01
3.700000000000000000e+02 5.346500000000000000e+03 1.030456694868833409e+02
3.800000000000000000e+02 5.930319999999999709e+03 1.151266155152664936e+02
3.900000000000000000e+02 6.211300000000000182e+03 1.018846897232356383e+02
4.000000000000000000e+02 5.834939999999999600e+03 9.873224599896428799e+01
4.100000000000000000e+02 5.198920000000000073e+03 9.245990266055876816e+01
4.200000000000000000e+02 4.397359999999999673e+03 9.331875695700195195e+01
4.300000000000000000e+02 3.527019999999999982e+03 7.418988879894617128e+01
4.400000000000000000e+02 2.822840000000000146e+03 7.584440915453160414e+01
4.500000000000000000e+02 2.293320000000000164e+03 7.650057254687705210e+01
4.600000000000000000e+02 1.867960000000000036e+03 6.878894097164165089e+01
4.700000000000000000e+02 1.543140000000000100e+03 4.706973974859006660e+01
4.800000000000000000e+02 1.269240000000000009e+03 4.268655994572530687e+01
4.900000000000000000e+02 1.075759999999999991e+03 3.423890185154892407e+01
5.000000000000000000e+02 8.993200000000000500e+02 3.795125294374350489e+01
