264.000 162.780 18.001 950.300 30.901
284.000 217.780 18.369 907.140 29.499
304.000 273.430 25.952 850.260 27.283
324.000 338.000 20.700 783.470 26.328
344.000 521.510 28.407 728.720 31.549
354.000 620.630 36.306 738.280 25.641
364.000 706.710 36.715 689.320 27.288
369.000 756.830 41.958 658.460 27.750
374.000 793.040 39.924 644.860 27.094
378.000 843.950 42.092 629.520 27.322
380.000 809.440 62.017 633.800 30.831
382.000 806.360 39.269 620.450 28.958
384.000 833.210 32.961 622.320 25.949
386.000 813.920 42.498 630.210 23.201
388.000 824.110 36.877 641.570 29.747
390.000 844.250 45.305 640.120 24.248
394.000 820.910 36.763 661.190 29.550
399.000 783.980 46.642 672.780 32.095
404.000 745.280 53.278 701.380 28.403
414.000 622.030 42.901 744.850 26.535
424.000 504.380 26.926 808.080 29.374
444.000 374.310 32.885 887.360 32.636
464.000 241.120 20.575 937.200 30.331
484.000 181.190 14.988 960.610 36.072
504.000 143.230 13.588 988.040 59.811
