264.000 186.160 13.234 991.574 26.218
284.000 230.313 18.360 971.968 28.813
304.000 249.158 17.171 954.839 26.270
324.000 309.905 17.999 918.598 28.421
344.000 406.939 22.295 828.516 28.501
354.000 545.086 26.350 757.365 25.876
364.000 646.281 32.608 686.830 22.622
369.000 677.191 26.081 652.302 23.463
374.000 728.537 31.618 643.021 21.167
378.000 752.271 31.462 626.688 20.506
380.000 771.479 34.100 621.170 22.906
382.000 775.323 33.478 618.229 22.397
384.000 749.968 26.194 618.635 24.471
386.000 770.832 28.368 640.260 26.945
388.000 727.207 25.353 635.351 19.623
390.000 796.286 27.018 617.968 21.910
394.000 781.865 33.211 634.149 20.800
399.000 771.179 34.433 663.400 24.443
404.000 725.701 38.139 688.092 23.010
414.000 647.411 29.848 730.061 29.713
424.000 507.958 27.643 816.284 26.394
444.000 350.113 26.094 897.821 24.863
464.000 245.162 18.282 967.635 26.383
484.000 180.074 12.802 996.344 32.316
504.000 136.326 13.174 1014.062 26.791
