280.000 176.135 12.724 842.917 27.959
300.000 226.042 15.450 814.968 24.660
320.000 297.116 16.069 776.750 26.577
340.000 410.063 22.255 667.763 21.493
345.000 447.074 20.915 631.500 20.719
350.000 485.758 21.422 607.124 26.430
355.000 472.667 25.076 590.688 23.086
360.000 505.351 22.997 555.358 20.727
365.000 543.979 23.669 540.398 22.081
370.000 551.417 24.378 516.854 20.161
375.000 542.784 28.368 506.417 22.968
380.000 536.365 27.238 506.979 18.160
385.000 541.926 20.120 503.330 22.313
390.000 518.160 21.981 517.883 17.214
395.000 481.990 24.898 536.255 16.819
400.000 476.320 26.269 557.677 22.179
405.000 451.458 23.322 566.232 20.801
410.000 429.219 24.748 583.562 21.710
415.000 367.674 22.322 626.242 20.908
420.000 332.160 20.720 650.063 25.262
440.000 208.253 15.936 745.639 25.835
460.000 148.320 12.468 786.936 24.227
480.000 114.302 9.758 813.190 29.271
