264.000 154.470 18.082 950.320 31.446
284.000 217.270 17.928 950.820 32.766
304.000 289.350 21.057 929.080 32.497
324.000 407.240 27.888 853.360 30.919
344.000 561.610 31.231 775.660 31.657
354.000 674.540 42.259 713.550 26.908
364.000 779.550 39.581 650.500 25.403
369.000 834.270 41.207 632.430 29.802
374.000 850.920 43.891 608.750 26.282
378.000 890.450 45.328 606.270 27.484
380.000 830.990 32.506 615.020 29.028
382.000 862.810 39.627 601.240 28.383
384.000 849.340 34.695 602.330 27.111
386.000 835.920 35.794 595.930 28.843
388.000 848.420 43.644 608.280 27.073
390.000 867.990 39.999 616.380 25.959
394.000 798.020 33.298 621.340 26.371
399.000 746.930 34.756 636.050 25.976
404.000 729.090 42.619 671.900 30.839
414.000 583.900 35.782 736.990 30.104
424.000 546.220 34.054 753.490 33.477
444.000 375.340 23.461 859.450 31.045
464.000 259.990 22.982 921.390 32.703
484.000 189.670 17.315 964.180 34.422
504.000 152.320 20.553 983.990 37.084
