264.000 151.650 13.975 1024.080 33.512
284.000 206.900 20.848 991.160 34.988
304.000 258.220 19.989 975.780 31.026
324.000 386.470 27.191 916.710 33.345
344.000 575.560 43.651 828.960 31.818
354.000 722.160 36.966 746.920 26.126
364.000 850.690 35.783 701.110 26.996
369.000 870.330 49.850 657.770 26.542
374.000 955.330 39.813 647.190 29.638
378.000 933.400 29.630 623.730 29.770
380.000 944.900 42.356 628.880 27.434
382.000 957.500 46.142 623.490 28.946
384.000 937.680 38.561 629.290 26.005
386.000 928.640 51.595 641.000 24.870
388.000 944.150 41.138 637.650 27.441
390.000 915.990 51.256 633.660 26.018
394.000 947.170 36.343 669.220 26.499
399.000 860.000 42.741 671.220 27.306
404.000 796.720 33.688 711.700 29.281
414.000 678.980 38.033 749.780 31.715
424.000 593.010 38.025 829.070 28.312
444.000 372.640 21.823 946.530 29.273
464.000 256.760 19.470 998.450 33.606
484.000 184.140 16.506 1034.540 31.799
504.000 160.890 14.548 1060.110 36.683
