260.000 125.295 9.250 784.753 24.443
280.000 161.602 13.873 773.615 24.244
300.000 195.357 13.241 745.457 24.398
320.000 260.051 16.915 716.720 23.674
340.000 353.763 20.347 637.125 21.860
350.000 414.594 18.290 583.958 21.764
360.000 492.188 23.301 543.776 22.289
365.000 513.656 21.779 524.122 20.866
370.000 541.323 27.066 508.935 18.579
374.000 541.705 19.979 492.884 19.723
376.000 540.510 24.838 489.115 20.128
378.000 552.758 21.233 487.968 20.108
380.000 551.042 25.664 485.095 18.706
382.000 558.771 23.763 486.347 20.450
384.000 557.653 26.595 486.214 21.363
386.000 556.263 21.992 489.206 21.324
390.000 543.087 21.958 493.980 19.139
395.000 526.337 23.379 512.406 21.562
400.000 501.608 26.955 532.917 22.926
410.000 438.219 22.090 569.722 23.103
420.000 355.969 20.241 628.379 22.075
440.000 220.320 14.969 727.558 22.804
460.000 153.794 12.257 782.510 28.261
480.000 114.223 11.458 801.072 27.591
500.000 85.340 8.819 822.340 27.661
