264.000 137.840 13.123 973.150 31.186
284.000 188.410 14.958 965.510 32.311
304.000 253.070 20.399 943.950 28.565
324.000 360.620 22.824 910.840 32.436
344.000 552.900 31.688 820.530 30.931
354.000 688.040 46.402 733.950 31.304
364.000 801.460 37.033 677.540 30.352
369.000 823.370 41.159 649.230 25.598
374.000 898.050 41.179 625.410 29.672
378.000 906.030 39.950 604.640 26.633
380.000 915.840 40.275 608.920 27.892
382.000 891.010 37.510 615.270 26.314
384.000 898.290 43.894 600.080 26.976
386.000 903.170 39.540 609.000 28.047
388.000 897.760 32.506 597.830 27.946
390.000 928.560 44.579 609.560 31.302
394.000 895.640 35.007 622.140 28.232
399.000 843.530 39.098 642.880 26.133
404.000 850.300 37.964 660.550 22.664
414.000 694.310 36.204 715.110 23.367
424.000 560.520 35.945 799.890 29.395
444.000 370.010 23.899 895.360 34.077
464.000 255.800 19.348 958.920 36.270
484.000 177.970 17.776 1002.380 32.647
504.000 129.710 12.829 1018.400 42.091
