264.000 170.400 17.954 980.730 30.495
284.000 206.510 20.260 950.650 35.625
304.000 284.110 24.188 931.550 29.318
324.000 400.670 25.669 889.650 32.327
344.000 578.970 38.099 774.000 27.186
354.000 710.460 33.680 728.910 28.836
364.000 805.090 43.040 667.700 26.630
369.000 842.870 38.113 648.630 27.758
374.000 884.250 41.094 623.050 29.378
378.000 905.140 44.573 615.210 24.122
380.000 927.840 42.779 613.270 25.982
382.000 903.440 44.734 608.430 25.185
384.000 922.160 33.841 608.300 26.042
386.000 909.680 33.812 610.600 22.718
388.000 905.950 41.106 607.290 21.696
390.000 905.350 40.840 600.990 23.103
394.000 908.200 36.806 611.220 28.147
399.000 834.040 34.150 645.350 30.629
404.000 811.240 34.011 664.890 27.334
414.000 678.470 44.824 725.520 26.540
424.000 559.940 37.634 780.710 25.683
444.000 379.960 22.688 897.740 35.729
464.000 247.390 22.881 960.800 36.274
484.000 181.920 17.482 986.340 35.323
504.000 140.980 13.935 1011.230 34.604
