264.000 194.453 13.188 1039.043 26.516
284.000 265.400 13.439 1001.568 29.554
304.000 300.760 17.959 960.417 29.723
324.000 373.670 19.564 916.102 28.912
344.000 419.295 21.986 834.479 27.345
354.000 470.840 22.137 800.269 24.039
364.000 545.165 30.514 744.592 24.783
369.000 588.663 26.862 708.811 23.969
374.000 570.688 25.725 686.432 21.113
378.000 590.598 26.759 671.053 24.222
380.000 651.663 27.795 645.177 21.483
382.000 643.122 28.470 658.198 24.668
384.000 641.755 24.738 644.299 22.268
386.000 615.887 31.786 655.134 23.434
388.000 609.656 28.245 655.409 24.746
390.000 654.188 26.522 653.753 22.773
394.000 590.777 22.710 659.583 22.452
399.000 545.179 22.849 684.333 27.354
404.000 532.268 34.559 710.398 24.472
414.000 463.237 22.527 765.760 28.960
424.000 423.094 27.716 811.500 24.996
444.000 266.656 20.106 931.568 25.959
464.000 187.495 12.929 998.295 29.609
484.000 129.426 9.941 1041.750 29.105
504.000 112.161 11.360 1059.823 28.271
