264.000 160.130 15.272 951.070 33.897
284.000 196.330 17.927 915.620 31.231
304.000 261.230 21.849 863.710 31.971
324.000 337.050 21.234 807.680 30.050
344.000 491.440 29.388 737.750 30.909
354.000 557.330 36.687 721.940 27.313
364.000 665.290 37.210 682.830 29.947
369.000 727.890 31.334 664.460 28.995
374.000 786.110 33.950 637.420 26.802
378.000 778.900 40.615 628.500 26.345
380.000 877.850 43.837 605.900 26.023
382.000 860.610 37.949 601.150 27.715
384.000 889.460 32.140 608.610 28.069
386.000 854.870 47.154 612.130 29.043
388.000 877.720 33.102 619.900 26.476
390.000 848.920 38.701 614.160 23.343
394.000 824.940 42.995 632.010 25.612
399.000 798.060 34.026 650.070 25.322
404.000 746.690 33.644 660.160 27.174
414.000 652.930 37.446 718.130 27.226
