264.000 161.590 14.950 983.650 33.471
284.000 207.180 18.141 971.640 32.709
304.000 284.560 25.437 935.690 30.081
324.000 384.940 34.935 887.330 34.879
344.000 575.800 35.996 802.700 29.573
354.000 705.990 48.188 732.280 32.121
364.000 833.150 38.243 679.330 25.928
369.000 890.600 44.688 662.970 26.325
374.000 891.310 40.661 630.640 29.002
378.000 934.690 39.367 606.630 28.847
380.000 922.530 38.098 613.240 26.738
382.000 917.780 33.870 603.050 28.228
384.000 925.300 38.067 606.260 26.335
386.000 937.290 41.333 614.580 26.558
388.000 937.470 39.062 615.760 25.744
390.000 908.060 37.229 622.650 27.827
394.000 870.340 49.055 627.940 27.744
399.000 816.670 46.384 673.010 30.560
404.000 771.190 45.890 676.340 30.138
414.000 660.630 34.312 733.650 32.803
424.000 556.400 45.458 802.090 28.919
444.000 384.080 20.835 888.760 29.080
464.000 241.490 21.962 959.640 34.622
484.000 166.170 20.485 997.470 29.789
504.000 134.540 13.015 1000.300 35.378
