   freq     T780lbf    T780laft   T810lbf    T810laft    Vxbfl      Vxafl      Vybfl      Vyafl      ls780      ls810          tsl         lockdu  
  385.0      940.48    1025.56      0.05       0.06       8.21       8.19      -5.03      -5.03        2          2         15:51:45         45    
  385.0     1014.14    1014.14      0.06       0.06       8.19       8.19      -5.03      -5.03        0          0         15:53:22         0     
