264.000 63.051 10.681 885.832 28.740
284.000 105.802 9.602 939.906 26.965
304.000 157.745 11.171 954.340 28.191
324.000 222.134 20.388 953.856 27.031
344.000 330.385 21.333 874.547 27.370
354.000 440.327 25.954 815.319 23.533
364.000 535.937 21.036 740.426 22.066
369.000 560.500 24.251 711.732 23.421
374.000 583.211 25.895 690.010 21.638
378.000 617.907 30.415 652.469 20.755
380.000 623.224 30.410 653.117 20.032
382.000 603.194 19.935 662.255 25.533
384.000 609.158 26.232 648.085 19.784
386.000 626.186 36.261 651.385 21.199
388.000 606.463 24.858 638.663 20.772
390.000 570.937 26.968 655.495 24.239
394.000 572.958 29.236 668.309 22.654
399.000 559.553 24.280 687.663 23.630
404.000 526.740 24.299 699.011 21.412
414.000 484.379 22.453 756.216 24.935
424.000 359.660 20.087 797.917 27.260
444.000 230.719 14.957 881.656 27.928
464.000 164.714 17.751 927.365 30.081
484.000 111.298 11.505 975.907 24.131
504.000 87.884 8.848 973.604 28.145
