264.000 162.390 16.494 942.940 28.942
284.000 215.320 20.994 926.740 35.391
304.000 269.750 18.849 910.860 27.329
324.000 383.270 24.689 864.380 33.078
344.000 529.590 37.257 769.590 28.748
354.000 637.100 32.127 723.040 27.979
364.000 727.390 45.892 656.500 27.513
369.000 751.570 35.916 644.360 26.210
374.000 805.290 42.273 608.240 26.152
378.000 820.360 38.875 609.500 28.022
380.000 849.990 36.632 594.330 26.939
382.000 852.180 40.487 592.290 29.798
384.000 841.100 35.736 592.400 27.252
386.000 812.620 37.729 595.100 25.699
388.000 860.460 35.537 600.540 29.268
390.000 856.810 37.337 601.710 24.499
394.000 820.280 37.303 617.940 30.703
399.000 767.140 39.667 629.950 26.612
404.000 743.870 33.681 670.990 27.707
414.000 621.930 29.948 714.680 31.297
424.000 560.040 26.521 773.270 28.934
444.000 349.870 21.718 865.630 32.994
464.000 245.540 20.885 938.730 33.867
484.000 180.940 17.405 960.620 31.974
504.000 144.200 13.019 980.830 33.137
