264.000 149.277 12.392 983.125 28.777
284.000 232.432 16.657 977.802 31.684
304.000 269.596 20.037 957.412 27.409
324.000 322.758 18.418 915.232 26.774
344.000 406.677 25.068 812.095 24.733
354.000 487.753 20.768 752.113 29.786
364.000 531.677 25.192 709.611 21.151
369.000 581.500 26.981 681.160 24.786
374.000 621.305 26.185 658.885 26.837
378.000 595.667 24.677 648.260 23.200
380.000 618.737 30.469 637.149 24.374
382.000 627.612 29.815 634.531 24.264
384.000 649.211 28.615 622.582 24.756
386.000 634.260 30.965 623.776 22.680
388.000 625.250 24.363 616.646 22.680
390.000 594.495 24.594 633.789 23.884
394.000 584.474 29.996 627.376 20.060
399.000 577.271 28.597 631.740 23.220
404.000 527.433 25.365 664.303 26.592
414.000 460.649 25.377 707.479 25.691
424.000 362.789 17.996 782.443 29.660
444.000 241.062 17.370 871.979 19.636
464.000 169.698 12.334 927.959 23.501
484.000 121.302 10.482 972.411 27.866
504.000 100.330 11.438 978.792 27.392
