264.000 159.780 14.144 953.460 32.217
284.000 209.740 23.330 953.450 35.872
304.000 283.530 24.226 928.720 28.971
324.000 398.750 31.714 868.320 31.047
344.000 548.130 33.877 793.950 25.530
354.000 646.550 44.246 733.200 28.389
364.000 775.470 44.074 653.040 25.357
369.000 815.150 38.715 630.280 28.304
374.000 865.160 34.795 621.210 29.787
378.000 910.510 38.948 608.040 30.952
380.000 890.280 41.958 596.750 26.630
382.000 898.580 36.759 590.710 27.308
384.000 894.370 36.607 596.930 24.442
386.000 908.440 43.619 597.320 24.108
388.000 904.940 39.749 601.920 28.220
390.000 895.660 42.291 608.750 24.491
394.000 883.490 40.552 622.330 24.310
399.000 813.240 36.617 649.160 26.625
404.000 774.160 36.309 684.070 33.850
414.000 647.210 38.757 745.190 32.099
424.000 545.780 31.320 798.260 34.737
444.000 327.090 21.690 894.910 33.572
464.000 254.450 21.099 962.610 32.478
484.000 167.880 16.179 987.520 32.086
504.000 146.480 13.865 1014.050 32.999
