264.000 143.865 12.188 976.156 29.764
284.000 220.054 12.966 963.072 24.897
304.000 277.537 15.414 941.716 26.778
324.000 348.417 23.760 897.552 27.706
344.000 425.000 20.333 788.856 29.881
354.000 505.093 21.442 738.646 24.661
364.000 543.832 22.554 675.319 22.914
369.000 564.732 24.522 646.448 24.050
374.000 566.777 23.239 618.094 24.946
378.000 569.112 28.559 621.175 25.316
380.000 628.284 24.444 590.250 23.828
382.000 608.454 27.984 593.774 18.944
384.000 617.330 25.672 591.515 23.625
386.000 582.947 24.320 597.542 22.452
388.000 545.646 26.292 603.758 23.532
390.000 625.819 23.937 588.237 23.597
394.000 585.660 25.174 604.740 23.582
399.000 547.516 24.387 617.495 21.941
404.000 513.906 29.777 641.596 22.664
414.000 431.714 26.651 695.480 28.776
424.000 393.260 26.683 751.389 26.111
444.000 236.074 17.472 852.105 24.124
464.000 172.594 14.324 909.701 30.031
484.000 117.320 11.063 944.337 26.501
504.000 94.240 12.325 973.135 26.566
