264.000 134.810 20.029 971.030 29.137
284.000 194.610 22.837 953.630 30.328
304.000 255.000 24.918 938.690 32.039
324.000 370.970 28.815 895.940 27.820
344.000 530.080 38.067 814.250 31.932
354.000 682.520 33.339 739.000 28.144
364.000 778.880 36.600 685.250 27.689
369.000 844.630 44.517 647.050 27.399
374.000 899.320 41.453 612.360 26.395
378.000 956.210 36.481 605.830 30.855
380.000 909.100 44.280 602.060 25.683
382.000 943.220 40.770 601.630 23.477
384.000 961.920 39.117 605.560 28.736
386.000 912.820 36.929 605.240 25.555
388.000 965.300 35.559 605.700 26.614
390.000 887.460 34.522 617.090 25.347
394.000 876.920 47.913 623.630 30.054
399.000 857.260 42.780 662.150 25.410
404.000 792.550 43.697 687.370 30.820
414.000 666.850 34.826 757.730 30.543
424.000 557.140 43.200 810.340 31.820
444.000 367.080 20.314 899.520 34.927
464.000 261.640 20.879 966.430 36.230
484.000 178.740 16.323 988.580 36.600
504.000 147.140 12.896 1025.340 36.713
